idade,renda_mensal,dependentes,estado_civil,valor_investir_mensal,experiencia_anos,dividas_percentual,patrimonio_atual,tolerancia_perda_1,tolerancia_perda_2,horizonte_investimento,conhecimento_mercado,estabilidade_emprego,tem_reserva_emergencia,planos_grandes_gastos,perfil_risco,publico_alvo,fonte_dados
40,12597.0,1,1,1889.55,8,19.22,1006685.0,5.0,4.6,25,4,6,1.0,1,moderado,0.0,scf
50,13343.49,0,1,2001.51,12,24.09,525180.0,2.5,2.7,15,4,9,1.0,0,conservador,0.0,scf
33,46615.74,0,0,9323.16,8,33.16,344340.0,5.0,4.6,32,8,9,0.0,1,moderado,0.0,scf
63,31877.01,0,2,5578.47,28,30.53,768335.0,10.0,10.0,5,8,10,0.0,1,agressivo,0.0,scf
37,19121.25,3,1,2390.16,3,30.09,26210.0,5.0,4.6,28,2,9,0.0,1,conservador,0.0,scf
57,25567.5,3,0,4474.32,24,17.59,284685.0,2.5,2.4,8,6,4,0.0,1,conservador,0.0,scf
34,30479.01,0,2,4571.85,4,28.02,614765.0,7.5,7.3,31,4,8,0.0,0,agressivo,0.0,scf
41,63363.51,2,1,11088.6,12,30.84,684290.0,5.0,5.3,24,8,8,0.0,1,moderado,0.0,scf
42,34898.76,2,1,4362.36,4,19.27,728620.0,2.5,2.8,23,2,8,0.0,1,conservador,0.0,scf
55,22413.24,1,1,3361.98,15,21.7,1491245.0,5.0,5.1,10,4,4,1.0,1,moderado,0.0,scf
31,17694.99,2,2,2211.87,2,17.08,110650.0,2.5,2.6,34,2,9,0.0,1,conservador,0.0,scf
33,5447.25,0,1,1089.45,8,16.95,1289760.0,2.5,2.7,32,10,8,1.0,0,moderado,0.0,scf
69,17527.5,2,2,3505.5,40,30.09,667665.0,5.0,4.6,5,10,3,0.0,1,conservador,0.0,scf
44,23612.25,2,1,4132.14,14,20.67,645500.0,7.5,7.5,21,8,9,0.0,1,agressivo,0.0,scf
20,2286.0,0,0,252.84,0,27.0,5505.52,3.0,5.0,2,1,8,,1,conservador,,sintetico
20,1212.0,0,0,69.9,0,6.0,3325.78,1.0,2.0,1,3,10,,0,conservador,,sintetico
38,82944.24,0,0,14515.23,10,17.41,387605.0,5.0,4.9,27,6,9,0.0,1,agressivo,0.0,scf
62,17730.75,2,2,2659.62,18,31.89,26385.0,5.0,4.5,5,4,10,0.0,1,conservador,0.0,scf
27,3116.49,0,0,467.46,1,27.68,146955.0,2.5,2.6,38,4,5,1.0,0,moderado,0.0,scf
33,62878.5,2,1,9431.79,4,30.3,129095.0,2.5,2.5,32,4,9,0.0,1,conservador,0.0,scf
62,5695.74,2,2,1139.16,37,19.15,3814890.0,5.0,5.2,5,10,4,1.0,1,moderado,0.0,scf
48,9533.76,4,1,1430.07,12,23.88,1071090.0,10.0,10.0,17,4,7,1.0,1,agressivo,0.0,scf
23,1332.0,1,0,161.35,0,41.9,11596.51,3.0,5.0,2,1,5,,0,conservador,,sintetico
69,48755.01,3,2,7313.25,22,26.32,874950.0,2.5,2.1,5,4,6,0.0,1,conservador,0.0,scf
53,5946.0,0,1,1040.55,21,31.25,1156825.0,7.5,7.9,12,8,10,1.0,0,moderado,0.0,scf
36,60206.01,1,1,12041.19,11,28.21,1585190.0,5.0,4.7,29,10,9,0.0,1,agressivo,0.0,scf
19,3818.0,2,0,572.28,0,10.2,4924.81,1.0,3.0,3,2,7,,0,conservador,,sintetico
62,4981.5,2,1,871.77,28,22.28,2820970.0,10.0,10.0,5,8,10,1.0,1,agressivo,0.0,scf
48,93868.74,0,2,18773.76,23,100.0,-165810.0,10.0,10.0,17,8,10,0.0,1,agressivo,0.0,scf
58,17465.25,0,2,3493.05,33,23.2,1621290.0,5.0,4.8,7,10,7,1.0,1,moderado,0.0,scf
22,1290.0,1,1,100.6,5,31.2,5574.74,6.0,4.0,2,10,6,,1,moderado,,sintetico
23,2030.0,0,0,269.07,3,2.8,19160.93,5.0,6.0,3,8,10,,1,agressivo,,sintetico
48,18768.0,0,1,3753.6,23,19.89,4637155.0,7.5,7.9,17,10,9,1.0,0,agressivo,0.0,scf
66,20401.26,1,0,4080.24,40,30.75,339680.0,2.5,2.9,5,8,5,0.0,1,conservador,0.0,scf
59,45070.26,2,0,9014.04,34,18.6,423180.0,5.0,4.8,6,8,7,0.0,1,moderado,0.0,scf
37,12372.24,0,2,1546.53,3,20.8,641370.0,5.0,5.0,28,2,9,0.0,0,moderado,0.0,scf
23,5297.0,1,0,1643.02,2,1.0,45669.66,7.0,8.0,3,6,10,,1,agressivo,,sintetico
77,28154.49,0,1,4927.05,39,22.98,2823695.0,7.5,7.6,5,8,3,1.0,0,agressivo,0.0,scf
55,15425.01,0,1,2313.75,15,100.0,-890420.0,2.5,3.0,10,4,9,0.0,1,conservador,0.0,scf
29,16572.99,1,1,3314.61,4,29.91,2137605.0,7.5,7.8,36,10,6,1.0,1,agressivo,0.0,scf
24,3085.0,0,0,438.45,2,31.6,25338.47,2.0,4.0,3,8,10,,0,agressivo,,sintetico
57,11701.5,0,1,1462.68,8,32.92,1985410.0,2.5,2.8,8,2,10,1.0,1,conservador,0.0,scf
52,25499.76,0,1,4462.47,20,100.0,-132920.0,2.5,2.0,13,6,10,0.0,1,conservador,0.0,scf
41,14294.76,1,2,2144.22,8,100.0,-219340.0,5.0,4.6,24,4,8,0.0,1,conservador,0.0,scf
61,24123.24,2,2,3618.48,18,25.62,1950080.0,2.5,2.6,5,4,7,1.0,1,conservador,0.0,scf
66,6684.0,0,0,1002.6,20,100.0,-483740.0,2.5,2.4,5,4,3,1.0,1,conservador,0.0,scf
64,59428.74,0,1,10400.04,29,27.53,4162185.0,5.0,4.5,5,8,10,1.0,1,moderado,0.0,scf
56,15665.25,1,1,3133.05,31,100.0,-56480.0,5.0,5.1,9,8,9,0.0,1,conservador,0.0,scf
28,41939.01,0,1,8387.79,3,32.82,196275.0,5.0,4.7,37,8,9,0.0,1,moderado,0.0,scf
19,4921.0,0,1,1679.92,0,48.3,7204.2,1.0,1.0,3,2,5,,0,moderado,,sintetico
62,23106.0,2,0,4621.2,37,25.22,876385.0,10.0,10.0,5,10,10,1.0,1,agressivo,0.0,scf
33,19392.51,2,1,3393.69,6,17.39,422060.0,2.5,2.5,32,6,8,0.0,1,conservador,0.0,scf
41,17208.24,3,1,3441.66,16,21.5,501030.0,10.0,9.9,24,10,9,0.0,1,agressivo,0.0,scf
20,1874.0,0,1,221.11,3,49.3,6297.15,4.0,4.0,2,8,7,,0,moderado,,sintetico
66,10364.25,1,0,1813.74,31,100.0,-103120.0,2.5,2.2,5,6,3,0.0,1,conservador,0.0,scf
44,7782.51,0,1,1167.39,10,22.65,344390.0,2.5,2.3,21,4,4,1.0,0,conservador,0.0,scf
62,39072.24,4,0,4884.03,9,22.55,223490.0,5.0,5.2,5,2,9,0.0,1,conservador,0.0,scf
64,8186.76,0,2,1228.02,20,31.41,1343760.0,2.5,2.7,5,4,4,1.0,1,conservador,0.0,scf
20,1212.0,0,0,69.9,0,6.0,3325.78,1.0,2.0,1,3,10,,0,conservador,,sintetico
21,3138.24,0,1,549.18,0,31.95,1752495.0,7.5,7.5,40,8,5,1.0,0,agressivo,1.0,scf
21,1164.0,0,2,63.47,4,2.1,2726.39,4.0,4.0,3,10,4,,1,agressivo,,sintetico
18,1489.0,1,0,178.28,4,24.4,0.0,4.0,6.0,3,10,9,,0,moderado,,sintetico
59,13554.0,3,2,2033.1,17,100.0,-232540.0,7.5,7.9,6,4,9,0.0,1,conservador,0.0,scf
56,16908.0,1,1,2958.9,23,30.65,7435135.0,2.5,2.2,9,8,10,1.0,1,conservador,0.0,scf
45,18809.01,0,1,3291.57,15,28.89,872015.0,5.0,5.3,20,8,9,0.0,0,moderado,0.0,scf
60,26421.75,0,2,3963.27,18,20.39,22980.0,2.5,2.3,5,4,10,0.0,1,conservador,0.0,scf
70,19793.01,0,0,2474.13,11,16.95,952935.0,5.0,5.3,5,2,6,1.0,0,moderado,0.0,scf
75,11230.26,0,1,1684.53,25,31.9,323675.0,5.0,5.2,5,4,5,0.0,0,conservador,0.0,scf
36,21360.99,2,1,3204.15,6,29.64,802760.0,7.5,7.2,29,4,9,1.0,1,agressivo,0.0,scf
47,24553.74,2,1,4910.76,22,18.18,27589680.0,5.0,5.0,18,10,10,1.0,1,agressivo,0.0,scf
32,11125.5,0,0,1946.97,5,100.0,-95080.0,5.0,5.3,33,6,6,0.0,0,moderado,0.0,scf
55,22698.0,0,2,3972.15,22,32.69,325425.0,5.0,5.1,10,6,4,0.0,1,moderado,0.0,scf
47,8405.25,0,1,1681.05,22,21.56,446180.0,7.5,7.2,18,8,9,1.0,0,agressivo,0.0,scf
58,33241.5,1,1,5817.27,25,26.88,52175.0,10.0,10.0,7,6,7,0.0,1,agressivo,0.0,scf
19,7364.0,1,0,1382.38,0,16.3,4054.31,3.0,3.0,2,3,9,,0,moderado,,sintetico
60,8290.74,1,1,1243.62,18,30.37,319270.0,2.5,2.6,5,4,10,1.0,1,conservador,0.0,scf
57,48798.99,3,1,7319.85,16,21.51,291635.0,5.0,4.6,8,4,7,0.0,1,moderado,0.0,scf
68,32643.24,0,2,5712.57,32,26.32,1564985.0,5.0,4.9,5,8,6,1.0,1,moderado,0.0,scf
62,18866.25,0,1,2829.93,18,16.99,245165.0,7.5,7.9,5,4,9,0.0,1,moderado,0.0,scf
52,28872.24,0,0,3609.03,7,32.4,12899570.0,7.5,7.9,13,2,10,1.0,0,moderado,0.0,scf
77,22569.51,0,0,4513.89,40,19.15,1362080.0,7.5,7.5,5,10,6,1.0,0,agressivo,0.0,scf
35,16134.75,1,0,2823.57,8,32.84,305380.0,5.0,5.0,30,6,3,0.0,1,moderado,0.0,scf
51,205941.99,0,1,30891.3,13,31.44,926895.0,5.0,4.7,14,4,10,0.0,1,moderado,0.0,scf
34,30479.01,0,2,4571.85,4,28.02,614765.0,7.5,7.3,31,4,8,0.0,0,agressivo,0.0,scf
58,19750.74,0,1,3950.16,33,18.69,7768525.0,7.5,7.8,7,10,9,1.0,1,agressivo,0.0,scf
28,10119.75,0,2,1770.96,2,25.73,179845.0,5.0,5.1,37,6,6,0.0,0,moderado,0.0,scf
62,2804.49,3,2,560.91,37,29.15,102820.0,2.5,2.7,5,8,7,1.0,1,conservador,0.0,scf
74,59917.74,0,1,10485.6,37,20.17,3467670.0,7.5,7.0,5,8,5,1.0,0,agressivo,0.0,scf
52,8334.99,0,2,1041.87,7,22.12,129395.0,2.5,2.9,13,2,7,0.0,0,conservador,0.0,scf
25,3734.0,0,0,765.35,0,28.0,33685.29,5.0,4.0,3,4,10,,0,agressivo,,sintetico
45,25750.74,1,2,4506.39,15,100.0,-129815.0,2.5,2.9,20,6,7,0.0,1,conservador,0.0,scf
24,26124.99,1,0,3918.75,0,28.25,2416775.0,5.0,5.2,40,4,8,1.0,1,agressivo,1.0,scf
48,7970.01,0,1,1394.76,17,19.66,61755.0,2.5,2.9,17,6,10,0.0,0,conservador,0.0,scf
73,15734.01,4,1,2753.46,36,17.2,1098865.0,2.5,2.7,5,8,1,1.0,1,conservador,0.0,scf
18,1557.0,0,0,126.82,0,23.8,0.0,1.0,1.0,2,4,10,,0,moderado,,sintetico
46,24681.75,1,0,4936.35,21,17.67,550940.0,7.5,7.5,19,10,10,0.0,1,agressivo,0.0,scf
45,11279.01,1,0,2255.79,20,18.91,2870750.0,2.5,2.8,20,10,7,1.0,1,moderado,0.0,scf
53,7143.51,0,1,1071.54,14,30.02,21560.0,5.0,5.4,12,4,7,0.0,0,conservador,0.0,scf
19,4134.0,0,0,1158.0,2,9.4,5808.08,3.0,1.0,3,8,5,,0,moderado,,sintetico
61,15357.24,3,1,2687.52,27,29.62,449495.0,2.5,2.3,5,6,10,0.0,1,conservador,0.0,scf
58,24767.49,2,1,4334.31,25,22.28,410040.0,10.0,10.0,7,6,10,0.0,1,agressivo,0.0,scf
46,17955.99,3,1,2244.51,5,20.35,189590.0,2.5,2.2,19,2,10,0.0,1,conservador,0.0,scf
24,13750.74,0,1,2750.16,0,26.81,4419435.0,5.0,5.2,40,10,8,1.0,0,agressivo,1.0,scf
47,8405.25,0,1,1681.05,22,21.56,446180.0,7.5,7.2,18,8,9,1.0,0,agressivo,0.0,scf
18,1756.0,0,0,198.33,1,22.6,0.0,3.0,4.0,3,4,10,,0,moderado,,sintetico
59,11868.24,2,0,2076.93,26,27.43,3005810.0,5.0,4.8,6,8,9,1.0,1,moderado,0.0,scf
20,1448.0,1,0,107.54,0,32.6,5605.39,4.0,6.0,1,2,6,,0,conservador,,sintetico
61,17633.25,0,1,3085.83,27,100.0,-385770.0,2.5,3.0,5,6,9,0.0,1,conservador,0.0,scf
65,4814.76,1,1,842.58,30,32.99,959605.0,2.5,2.6,5,8,3,1.0,1,conservador,0.0,scf
38,21343.74,0,1,3735.15,10,32.2,80645.0,2.5,2.8,27,6,9,0.0,1,moderado,0.0,scf
19,2518.0,0,0,606.21,0,23.7,3495.33,4.0,5.0,3,2,5,,1,conservador,,sintetico
36,34000.5,0,0,6800.1,11,26.57,835795.0,7.5,7.6,29,10,8,0.0,0,agressivo,0.0,scf
54,97122.51,0,1,16996.44,22,25.45,180955.0,2.5,2.8,11,6,9,0.0,1,moderado,0.0,scf
55,47243.01,1,1,8267.52,22,29.68,2584160.0,7.5,8.0,10,8,9,0.0,1,agressivo,0.0,scf
60,19404.0,2,2,2910.6,18,18.73,3610670.0,5.0,4.5,5,4,10,1.0,1,moderado,0.0,scf
47,24553.74,2,1,4910.76,22,18.18,27589680.0,5.0,5.0,18,10,10,1.0,1,agressivo,0.0,scf
51,29774.49,4,1,5954.91,26,24.38,378875.0,7.5,7.7,14,8,4,0.0,1,moderado,0.0,scf
63,6907.74,3,2,1036.17,19,25.47,65180.0,2.5,2.4,5,4,9,0.0,1,conservador,0.0,scf
18,11110.5,1,0,1944.33,0,24.43,711950.0,7.5,7.6,40,8,8,0.0,1,agressivo,1.0,scf
34,8916.24,0,0,1783.26,9,100.0,-22140.0,7.5,7.2,31,8,9,0.0,0,moderado,0.0,scf
25,21147.75,0,1,2643.48,0,22.54,37415.0,7.5,7.3,40,2,8,0.0,1,agressivo,1.0,scf
83,13073.01,2,2,2614.59,40,27.96,128600.0,5.0,4.6,5,8,6,0.0,1,conservador,0.0,scf
18,4414.0,1,0,859.82,0,15.2,0.0,1.0,3.0,3,1,8,,0,conservador,,sintetico
55,5086.74,0,0,635.85,8,18.32,698125.0,2.5,2.2,10,2,7,1.0,1,conservador,0.0,scf
20,1660.0,1,0,149.15,2,9.6,3449.99,2.0,2.0,1,7,4,,0,conservador,,sintetico
40,49487.01,2,1,9897.39,15,19.78,634305.0,5.0,5.4,25,10,8,0.0,1,agressivo,0.0,scf
35,8646.24,0,0,1729.26,10,25.08,1568175.0,7.5,7.0,30,10,8,1.0,0,agressivo,0.0,scf
21,1515.0,1,0,146.5,0,4.6,2607.38,1.0,1.0,2,3,6,,0,conservador,,sintetico
40,5547.99,2,1,1109.61,15,100.0,-113145.0,10.0,9.9,25,8,8,0.0,1,moderado,0.0,scf
29,12074.76,0,1,1811.22,2,20.24,253925.0,2.5,2.7,36,4,9,0.0,0,moderado,0.0,scf
43,19715.01,0,0,2464.38,4,18.69,1848540.0,10.0,10.0,22,2,9,1.0,0,agressivo,0.0,scf
74,75502.26,2,0,9437.79,12,28.49,1028710.0,5.0,4.6,5,2,6,0.0,1,moderado,0.0,scf
22,1708.0,0,0,230.73,2,45.9,11003.12,3.0,5.0,3,6,9,,0,moderado,,sintetico
42,9339.0,0,2,1867.8,17,29.44,1312890.0,5.0,5.0,23,10,6,1.0,0,agressivo,0.0,scf
19,2506.0,0,0,587.46,0,44.8,4496.53,1.0,2.0,2,1,8,,1,conservador,,sintetico
19,1812.0,0,0,223.07,1,18.4,2431.5,1.0,3.0,1,5,10,,0,moderado,,sintetico
72,26142.24,0,1,4574.88,35,32.14,102850.0,2.5,2.1,5,6,3,0.0,1,conservador,0.0,scf
49,14092.74,2,1,2113.92,12,20.44,120435.0,10.0,9.9,16,4,10,0.0,1,agressivo,0.0,scf
28,47223.0,0,0,9444.6,3,100.0,-759110.0,7.5,7.8,37,8,9,0.0,1,agressivo,0.0,scf
56,3477.24,5,1,608.52,23,16.76,31115.0,2.5,2.5,9,6,9,0.0,1,conservador,0.0,scf
76,3962.25,1,0,693.39,38,18.39,382345.0,5.0,5.3,5,6,6,1.0,1,moderado,0.0,scf
75,42812.25,0,1,7492.14,38,18.98,570660.0,2.5,2.5,5,8,5,0.0,1,conservador,0.0,scf
48,31319.01,2,1,5480.82,17,100.0,-139040.0,5.0,4.8,17,6,4,0.0,1,conservador,0.0,scf
19,23161.74,3,1,4632.36,0,23.0,737250.0,7.5,7.9,40,10,5,0.0,1,agressivo,1.0,scf
68,19046.76,0,2,2380.86,11,31.95,237940.0,2.5,2.1,5,2,5,0.0,1,conservador,0.0,scf
27,18642.24,4,1,3728.46,2,30.16,1731670.0,5.0,4.8,38,10,8,1.0,1,moderado,0.0,scf
59,10175.25,2,1,1780.68,26,24.63,2132665.0,5.0,4.9,6,8,9,1.0,1,moderado,0.0,scf
64,5773.5,1,1,1154.7,39,19.7,1466270.0,5.0,5.4,5,10,10,1.0,1,moderado,0.0,scf
61,8047.74,2,0,1408.35,27,100.0,-259080.0,7.5,7.8,5,6,9,0.0,1,conservador,0.0,scf
25,15774.75,2,1,3154.95,0,32.24,4191440.0,5.0,4.9,40,10,7,1.0,1,moderado,1.0,scf
76,5812.74,4,0,1162.56,40,30.73,409825.0,2.5,2.6,5,8,6,1.0,1,conservador,0.0,scf
23,3183.0,0,0,371.73,0,30.6,24643.46,1.0,3.0,3,1,5,,1,conservador,,sintetico
48,46655.76,1,1,9331.14,23,17.38,1337050.0,7.5,7.1,17,10,9,0.0,1,agressivo,0.0,scf
28,63297.75,3,1,12659.55,3,18.21,88955.0,10.0,10.0,37,8,6,0.0,1,agressivo,0.0,scf
21,3883.0,0,1,414.83,0,13.8,14328.22,1.0,1.0,2,1,8,,0,agressivo,,sintetico
37,15708.24,2,1,2748.93,9,25.15,2071140.0,5.0,5.2,28,8,9,1.0,1,moderado,0.0,scf
55,17140.26,1,1,2999.55,22,17.16,400640.0,10.0,9.5,10,6,10,0.0,1,moderado,0.0,scf
38,5450.01,3,1,953.76,10,18.45,3228040.0,2.5,2.4,27,8,8,1.0,1,moderado,0.0,scf
52,9328.74,2,0,1632.54,20,20.39,830805.0,10.0,10.0,13,8,7,1.0,1,agressivo,0.0,scf
77,9993.24,1,0,1998.66,40,28.2,496770.0,5.0,4.6,5,8,3,1.0,1,moderado,0.0,scf
22,2865.0,0,0,360.66,4,2.8,22771.96,5.0,3.0,3,10,9,,1,agressivo,,sintetico
23,1968.0,1,0,200.19,1,46.6,19482.26,5.0,3.0,3,3,5,,0,moderado,,sintetico
20,3323.0,1,0,479.25,0,16.8,12590.69,1.0,2.0,3,4,10,,0,agressivo,,sintetico
20,2012.0,1,0,243.42,4,31.3,5617.63,4.0,2.0,3,10,5,,0,moderado,,sintetico
53,65442.99,2,0,13088.61,28,26.55,579570.0,5.0,5.1,12,10,7,0.0,1,moderado,0.0,scf
55,7625.49,2,1,1334.46,22,21.65,4573165.0,2.5,2.9,10,8,10,1.0,1,conservador,0.0,scf
42,37190.76,3,1,4648.86,4,19.13,681025.0,5.0,5.2,23,2,6,0.0,1,moderado,0.0,scf
18,2711.0,0,1,596.94,1,7.5,0.0,5.0,7.0,2,4,5,,0,moderado,,sintetico
71,38948.49,0,1,6816.0,34,31.7,1086405.0,5.0,4.9,5,8,3,1.0,0,moderado,0.0,scf
46,3398.49,1,2,594.75,16,19.1,159280.0,5.0,4.8,19,6,10,1.0,1,moderado,0.0,scf
53,41823.24,0,1,8364.66,28,27.96,2813045.0,10.0,9.9,12,10,7,0.0,0,agressivo,0.0,scf
71,9994.5,2,2,1749.03,34,28.26,1253060.0,2.5,2.8,5,8,1,1.0,1,conservador,0.0,scf
23,6934.0,0,0,1327.86,0,44.1,28847.37,5.0,4.0,2,3,8,,0,moderado,,sintetico
18,3404.0,0,0,491.06,1,27.8,0.0,1.0,1.0,3,3,9,,1,conservador,,sintetico
60,51704.49,2,1,9048.3,26,23.42,199065.0,2.5,2.4,5,6,4,0.0,1,conservador,0.0,scf
24,1537.0,1,0,84.19,2,5.2,7927.85,6.0,8.0,2,8,8,,0,agressivo,,sintetico
47,25015.74,0,2,5003.16,22,21.73,15983700.0,5.0,5.2,18,10,9,1.0,0,agressivo,0.0,scf
21,3197.0,0,0,757.9,2,9.6,10577.92,1.0,2.0,2,7,5,,0,agressivo,,sintetico
51,37096.5,1,1,6491.88,20,32.67,2084645.0,10.0,10.0,14,8,10,1.0,1,agressivo,0.0,scf
48,93868.74,0,2,18773.76,23,100.0,-165810.0,10.0,10.0,17,8,10,0.0,1,agressivo,0.0,scf
53,19191.99,1,0,2878.8,14,30.75,4659890.0,5.0,4.9,12,4,9,1.0,1,moderado,0.0,scf
18,4939.0,0,0,1111.65,2,44.2,0.0,2.0,4.0,3,6,6,,0,moderado,,sintetico
64,30963.75,2,0,3870.48,10,26.66,54735.0,2.5,2.6,5,2,10,0.0,1,conservador,0.0,scf
18,1221.0,1,0,180.02,4,41.5,0.0,4.0,2.0,2,10,7,,0,conservador,,sintetico
69,40783.26,1,1,8156.64,40,18.31,433055.0,10.0,10.0,5,8,6,0.0,1,agressivo,0.0,scf
63,31877.01,0,2,5578.47,28,30.53,768335.0,10.0,10.0,5,8,10,0.0,1,agressivo,0.0,scf
22,1481.0,0,0,134.3,4,24.2,11217.43,7.0,6.0,3,10,7,,0,agressivo,,sintetico
69,10687.74,1,1,1335.96,11,18.34,111415.0,2.5,2.0,5,2,3,0.0,1,conservador,0.0,scf
24,3085.0,0,0,438.45,2,31.6,25338.47,2.0,4.0,3,8,10,,0,agressivo,,sintetico
32,5256.24,2,1,919.83,5,21.41,1237345.0,5.0,5.2,33,8,8,1.0,1,moderado,0.0,scf
44,15524.76,0,0,1940.58,5,27.98,548025.0,10.0,9.8,21,2,9,0.0,0,agressivo,0.0,scf
56,8888.25,0,1,1111.02,8,32.64,261380.0,5.0,5.4,9,2,7,0.0,1,conservador,0.0,scf
23,5297.0,1,0,1643.02,2,1.0,45669.66,7.0,8.0,3,6,10,,1,agressivo,,sintetico
50,17357.25,1,1,2603.58,12,27.48,302485.0,5.0,4.7,15,4,10,0.0,1,conservador,0.0,scf
20,7865.0,1,2,1387.4,2,23.7,10935.04,4.0,3.0,2,5,8,,1,moderado,,sintetico
74,4104.75,1,0,718.32,37,100.0,-28055.0,5.0,4.9,5,6,3,0.0,1,conservador,0.0,scf
25,2282.0,0,0,316.66,0,17.0,22592.84,3.0,2.0,3,3,5,,0,moderado,,sintetico
74,59917.74,0,1,10485.6,37,20.17,3467670.0,7.5,7.0,5,8,5,1.0,0,agressivo,0.0,scf
25,1062.0,0,0,138.11,3,39.7,11233.56,3.0,3.0,2,9,5,,1,moderado,,sintetico
60,36746.76,2,1,6430.68,26,17.3,3946140.0,2.5,2.8,5,8,7,1.0,1,moderado,0.0,scf
38,33477.24,0,1,5021.58,6,31.17,207365.0,10.0,10.0,27,4,8,0.0,1,agressivo,0.0,scf
26,28977.0,0,1,4346.55,0,20.43,26840.0,7.5,7.4,39,4,5,0.0,1,agressivo,0.0,scf
29,8871.75,0,2,1774.35,4,24.4,1279480.0,2.5,2.0,36,10,9,1.0,0,moderado,0.0,scf
21,1690.0,0,0,208.42,5,5.0,7701.32,6.0,6.0,3,10,9,,0,agressivo,,sintetico
34,38787.0,3,1,7757.4,9,29.26,135960.0,2.5,2.7,31,8,8,0.0,1,moderado,0.0,scf
61,3978.75,3,1,696.27,27,21.36,215420.0,2.5,3.0,5,6,10,1.0,1,conservador,0.0,scf
62,21024.0,1,1,3679.2,28,18.75,178115.0,5.0,4.6,5,6,7,0.0,1,moderado,0.0,scf
40,11422.5,0,0,1998.93,11,24.19,272455.0,10.0,10.0,25,6,6,0.0,0,agressivo,0.0,scf
42,14148.75,1,1,2476.02,13,27.92,487550.0,10.0,10.0,23,6,6,0.0,1,agressivo,0.0,scf
23,1885.0,0,1,202.7,1,39.6,17767.87,4.0,4.0,1,5,9,,0,moderado,,sintetico
25,1245.0,0,0,110.85,0,47.1,9176.45,1.0,1.0,3,4,6,,0,moderado,,sintetico
43,6876.0,1,0,1031.4,9,24.69,93210.0,5.0,4.8,22,4,9,0.0,1,moderado,0.0,scf
59,61463.25,0,1,7682.91,8,24.74,2280845.0,2.5,2.3,6,2,10,0.0,1,conservador,0.0,scf
64,17918.76,2,2,3583.74,39,27.26,8552135.0,10.0,10.0,5,10,7,1.0,1,agressivo,0.0,scf
40,37694.49,1,1,7538.91,15,32.96,1603815.0,7.5,8.0,25,10,9,1.0,1,agressivo,0.0,scf
72,6586.5,0,2,1317.3,40,20.64,1804760.0,7.5,7.4,5,10,1,1.0,0,moderado,0.0,scf
20,1320.0,0,1,120.93,2,5.1,1913.59,3.0,2.0,3,8,8,,0,moderado,,sintetico
29,6973.74,3,0,1394.76,4,100.0,-515990.0,7.5,7.1,36,8,9,0.0,1,moderado,0.0,scf
28,21863.49,1,1,4372.71,3,100.0,-207335.0,10.0,10.0,37,8,9,0.0,1,agressivo,0.0,scf
62,23143.5,0,1,4050.12,28,26.54,1124885.0,5.0,4.6,5,8,9,1.0,1,moderado,0.0,scf
41,69750.75,0,1,13950.15,16,26.16,590090.0,5.0,4.6,24,10,6,0.0,1,agressivo,0.0,scf
79,32517.0,2,0,6503.4,40,100.0,-184540.0,2.5,2.9,5,8,6,0.0,1,conservador,0.0,scf
35,8882.01,0,1,1332.3,5,20.48,27194090.0,2.5,2.2,30,4,6,1.0,0,conservador,0.0,scf
73,31645.26,2,1,4746.78,24,29.7,321345.0,10.0,10.0,5,4,1,0.0,1,moderado,0.0,scf
20,1636.0,0,0,221.44,5,8.6,5342.93,3.0,5.0,3,10,9,,0,agressivo,,sintetico
21,3969.0,0,0,535.18,1,8.2,6893.43,1.0,2.0,3,4,8,,1,moderado,,sintetico
47,7947.75,0,1,1192.17,11,25.92,1637760.0,5.0,4.6,18,4,4,1.0,0,moderado,0.0,scf
33,24948.99,0,1,4366.08,6,21.06,55025.0,7.5,7.3,32,6,9,0.0,1,agressivo,0.0,scf
33,26060.76,0,1,4560.63,6,28.76,1081480.0,7.5,7.5,32,8,9,1.0,0,agressivo,0.0,scf
72,39796.74,0,0,6964.44,35,17.32,2823810.0,10.0,10.0,5,8,6,1.0,0,agressivo,0.0,scf
45,72992.01,2,1,10948.8,10,28.62,7312070.0,2.5,2.7,20,4,4,1.0,1,moderado,0.0,scf
24,1866.0,0,0,172.73,2,25.0,8600.66,3.0,5.0,1,7,7,,0,moderado,,sintetico
19,3011.0,0,0,719.13,1,22.2,1899.48,1.0,2.0,3,6,5,,0,moderado,,sintetico
61,7200.0,0,0,1260.0,27,31.23,2052755.0,5.0,5.3,5,8,7,1.0,1,moderado,0.0,scf
65,37901.49,0,1,7580.31,40,26.22,594610.0,2.5,2.8,5,10,3,0.0,1,moderado,0.0,scf
31,3143.76,1,1,550.17,4,30.42,116600.0,5.0,5.3,34,6,9,0.0,1,conservador,0.0,scf
24,26124.99,1,0,3918.75,0,28.25,2416775.0,5.0,5.2,40,4,8,1.0,1,agressivo,1.0,scf
21,1054.0,1,0,74.78,2,28.1,2850.83,3.0,2.0,1,8,5,,1,conservador,,sintetico
25,7444.0,0,0,1721.76,1,24.7,55444.01,6.0,5.0,3,5,10,,1,agressivo,,sintetico
74,4665.51,1,1,699.84,24,31.29,22190.0,5.0,5.3,5,4,5,0.0,1,conservador,0.0,scf
25,2517.0,1,0,268.51,1,30.2,24406.86,4.0,3.0,2,6,9,,1,moderado,,sintetico
